phone,email,credit_score,age_group,family_background,income,employment_type,property_type,loan_amount,down_payment,property_search_frequency,budget_tool_usage,listing_saves,email_clicks,whatsapp_interactions,time_to_purchase,emi_affordability,job_stability,intent_score,high_intent
+91-9248964968,lead7163@example.com,607,26-35,Married with Kids,715501,Salaried,Villa,4248908,1499220,1,2,6,2,2,5,2.1,1.3,64,True
+91-8332980508,lead7164@example.com,638,26-35,Single,615546,Self-Employed,Villa,3203893,749151,1,1,5,5,0,17,2.4,3.3,54,False
+91-8405905813,lead7165@example.com,565,26-35,Single,599406,Salaried,Plot,3192341,1081259,1,3,7,3,4,4,2.35,1.7,79,True
+91-7615447530,lead7166@example.com,617,18-25,Single,429155,Business Owner,Apartment,2480593,845414,8,1,4,3,1,20,2.16,2.8,60,True
+91-7421987239,lead7167@example.com,617,26-35,Married,478084,Salaried,Plot,2880449,787692,1,3,5,0,2,4,2.07,34.5,49,False
+91-9216832856,lead7168@example.com,632,36-50,Married with Kids,1027892,Salaried,Apartment,5548103,1195076,3,2,2,4,0,6,2.32,10.6,66,True
+91-9906478622,lead7169@example.com,615,18-25,Married,564676,Business Owner,Apartment,3074535,757473,3,1,4,2,3,3,2.3,0.2,62,True
+91-7570015858,lead7170@example.com,596,26-35,Married,485315,Salaried,Plot,2958452,734352,2,2,3,1,3,7,2.05,4.2,52,False
+91-7881271916,lead7171@example.com,662,26-35,Married,663042,Salaried,Apartment,4021218,948753,2,1,10,2,4,0,2.06,15.1,68,True
+91-7156991958,lead7172@example.com,641,26-35,Married with Kids,629169,Salaried,Villa,3395175,1004578,4,3,6,3,5,9,2.32,4.3,66,True
+91-8972972298,lead7173@example.com,575,26-35,Single,527915,Salaried,Villa,3493829,1261414,2,0,5,1,5,44,1.89,31.6,49,False
+91-8664678697,lead7174@example.com,636,36-50,Married,731495,Freelancer,Plot,5417686,1457533,3,4,3,3,2,7,1.69,0.8,67,True
+91-9243454164,lead7175@example.com,682,26-35,Single,901420,Business Owner,Apartment,4685177,1623914,1,2,1,0,3,2,2.4,8.0,79,True
+91-7497511785,lead7176@example.com,727,51+,Married,1031412,Salaried,Plot,6000188,1700969,2,2,3,2,3,20,2.15,2.3,76,True
+91-7017651775,lead7177@example.com,627,18-25,Married with Kids,375965,Salaried,Villa,2405378,864287,3,3,5,0,4,10,1.95,3.9,55,False
+91-8335654591,lead7178@example.com,616,18-25,Married with Kids,475164,Business Owner,Plot,3004363,664562,1,4,2,5,5,0,1.98,2.0,64,True
+91-7189107235,lead7179@example.com,540,18-25,Married,358322,Salaried,Villa,2256973,525353,3,3,7,1,1,1,1.98,1.9,60,True
+91-9950867264,lead7180@example.com,588,26-35,Single,744368,Salaried,Commercial,5168103,1130315,1,3,8,2,5,8,1.8,0.2,66,True
+91-9552445702,lead7181@example.com,686,36-50,Married with Kids,870699,Freelancer,Apartment,5543715,1614193,2,6,5,4,6,1,1.96,7.0,100,True
+91-7373988120,lead7182@example.com,662,26-35,Married,768795,Self-Employed,Commercial,5981373,1503073,6,1,8,2,3,14,1.61,1.3,69,True
+91-8431468604,lead7183@example.com,603,36-50,Married with Kids,803068,Salaried,Apartment,4397674,1039298,4,3,5,2,4,6,2.28,0.4,80,True
+91-9005216731,lead7184@example.com,629,36-50,Single,925277,Salaried,Apartment,6318639,2085382,3,3,9,1,5,5,1.83,5.0,73,True
+91-7198168828,lead7185@example.com,570,26-35,Married with Kids,651847,Salaried,Apartment,4801361,1034468,1,0,6,1,7,11,1.7,7.7,56,False
+91-7442823293,lead7186@example.com,664,36-50,Married with Kids,755202,Salaried,Apartment,4954378,1197028,4,1,5,2,1,5,1.91,0.3,66,True
+91-9235864235,lead7187@example.com,690,26-35,Married,798640,Salaried,Apartment,4333848,871691,1,1,5,2,1,22,2.3,0.6,54,False
+91-9830315936,lead7188@example.com,651,36-50,Single,1014067,Salaried,Plot,5714301,1979427,2,2,8,2,5,4,2.22,1.3,95,True
+91-8342094845,lead7189@example.com,647,36-50,Married with Kids,1088493,Salaried,Plot,7769553,2407782,5,0,9,3,1,11,1.75,6.1,63,True
+91-7096551970,lead7190@example.com,688,36-50,Married with Kids,1021476,Business Owner,Apartment,7153416,2312770,4,3,3,2,2,0,1.78,2.1,85,True
+91-9480600589,lead7191@example.com,594,26-35,Married with Kids,704383,Salaried,Villa,4162395,1399531,1,1,3,1,1,0,2.12,2.1,58,False
+91-8340643544,lead7192@example.com,615,26-35,Single,530417,Salaried,Villa,3492273,799631,0,2,3,1,2,26,1.9,24.7,46,False
+91-9743843492,lead7193@example.com,642,26-35,Married with Kids,882085,Self-Employed,Apartment,5655157,1660213,4,3,7,2,1,4,1.95,0.7,86,True
+91-7901280364,lead7194@example.com,572,26-35,Married with Kids,590611,Salaried,Plot,3545506,733782,3,4,3,2,2,20,2.08,5.2,49,False
+91-8378170698,lead7195@example.com,493,18-25,Single,316669,Salaried,Apartment,2218012,878719,3,4,9,5,1,13,1.78,5.5,49,False
+91-7861379367,lead7196@example.com,655,26-35,Married,577863,Freelancer,Apartment,3534765,1278584,2,1,10,1,2,4,2.04,17.6,69,True
+91-7826977245,lead7197@example.com,705,51+,Married with Kids,1388125,Salaried,Plot,10176155,4042334,2,2,0,1,2,6,1.71,16.6,63,True
+91-8230797512,lead7198@example.com,617,18-25,Married with Kids,328797,Salaried,Apartment,1872453,703550,2,0,9,3,3,1,2.19,0.2,53,False
+91-8188200713,lead7199@example.com,647,26-35,Married,782240,Business Owner,Villa,5928894,1781637,3,2,8,3,1,15,1.65,3.4,60,True
+91-9286107192,lead7200@example.com,604,36-50,Married with Kids,967905,Salaried,Commercial,6752915,2371514,2,3,2,1,4,10,1.79,0.3,67,True
+91-8370737909,lead7201@example.com,619,36-50,Single,914220,Salaried,Apartment,6773353,2248776,5,5,6,4,5,11,1.69,10.3,92,True
+91-8894577179,lead7202@example.com,671,36-50,Married,1268440,Business Owner,Plot,7269143,2427764,5,0,6,1,3,8,2.18,0.8,82,True
+91-9882455823,lead7203@example.com,583,36-50,Married,814248,Freelancer,Villa,5384919,1882070,1,4,1,2,4,0,1.89,1.8,66,True
+91-7505306513,lead7204@example.com,685,51+,Married with Kids,1033276,Salaried,Apartment,7081615,1881426,1,1,3,4,5,6,1.82,1.8,79,True
+91-8171040915,lead7205@example.com,701,36-50,Married with Kids,1782024,Business Owner,Plot,9732978,3132886,0,2,4,1,1,0,2.29,7.1,73,True
+91-7641327636,lead7206@example.com,589,36-50,Married,1016835,Self-Employed,Villa,5161419,1815950,2,2,7,0,4,1,2.46,1.2,78,True
+91-7676440254,lead7207@example.com,587,26-35,Married,533189,Salaried,Plot,3916755,1227494,3,4,7,4,3,1,1.7,2.7,82,True
+91-8175261501,lead7208@example.com,579,18-25,Married with Kids,365526,Self-Employed,Apartment,1844326,594764,1,2,4,2,1,1,2.48,0.7,52,False
+91-7491603670,lead7209@example.com,718,26-35,Married with Kids,635049,Salaried,Plot,3411340,1351925,2,3,3,3,5,3,2.33,12.6,78,True
+91-7065527073,lead7210@example.com,607,26-35,Married with Kids,760751,Salaried,Apartment,5709482,1645117,0,4,7,0,3,27,1.67,8.6,54,False
+91-9675528232,lead7211@example.com,562,26-35,Married,651006,Salaried,Apartment,4178358,957441,4,3,4,2,3,0,1.95,3.0,68,True
+91-9403574352,lead7212@example.com,533,18-25,Married,308525,Salaried,Apartment,2407182,700313,2,2,4,0,3,2,1.6,4.3,43,False
+91-9207873733,lead7213@example.com,585,26-35,Married with Kids,665371,Salaried,Apartment,4039355,1557411,4,4,5,0,2,9,2.06,2.9,53,False
+91-7439698549,lead7214@example.com,624,26-35,Married with Kids,557553,Salaried,Apartment,2967255,805086,5,3,4,0,2,17,2.35,12.1,60,True
+91-7887243074,lead7215@example.com,570,18-25,Married with Kids,318365,Salaried,Apartment,1717227,491367,3,0,10,4,3,0,2.32,1.8,63,True
+91-9330143102,lead7216@example.com,539,18-25,Married with Kids,287518,Salaried,Commercial,1664970,496166,4,6,6,1,2,14,2.16,5.8,58,False
+91-8504604930,lead7217@example.com,753,51+,Married with Kids,1232219,Salaried,Apartment,9275900,1899465,3,1,6,3,1,3,1.66,2.4,89,True
+91-9359507540,lead7218@example.com,661,26-35,Married with Kids,597932,Salaried,Plot,3509627,1074461,5,2,6,2,2,3,2.13,4.6,86,True
+91-8367882278,lead7219@example.com,524,18-25,Married with Kids,224668,Salaried,Villa,1492167,384595,1,1,3,2,1,0,1.88,4.5,36,False
+91-8164159934,lead7220@example.com,582,26-35,Single,481270,Salaried,Apartment,2410625,960651,3,1,4,1,4,18,2.5,2.9,46,False
+91-7607981933,lead7221@example.com,654,26-35,Single,714353,Self-Employed,Villa,4759585,1351333,2,2,6,6,2,4,1.88,9.6,85,True
+91-8216625499,lead7222@example.com,606,36-50,Married with Kids,1100700,Salaried,Plot,6371652,1429269,1,3,9,4,1,3,2.16,6.1,88,True
+91-9465667475,lead7223@example.com,573,26-35,Married,651790,Salaried,Villa,3321486,916852,3,2,7,2,4,17,2.45,6.9,63,True
+91-8051515688,lead7224@example.com,625,26-35,Married,453014,Salaried,Apartment,3306215,1279506,1,2,3,1,3,1,1.71,14.1,49,False
+91-7735620429,lead7225@example.com,631,36-50,Married with Kids,967841,Salaried,Villa,7019244,1419761,4,3,5,2,0,11,1.72,11.6,61,True
+91-7305985809,lead7226@example.com,642,36-50,Married,929585,Salaried,Villa,4888982,991667,3,1,3,4,2,20,2.38,4.0,68,True
+91-8337356436,lead7227@example.com,647,26-35,Married,627825,Salaried,Apartment,3949684,832711,3,4,5,1,4,16,1.99,5.0,53,False
+91-9633944024,lead7228@example.com,718,51+,Married with Kids,1362866,Salaried,Apartment,7349503,2655898,1,3,4,0,1,6,2.32,7.4,73,True
+91-8454872478,lead7229@example.com,463,18-25,Married with Kids,257530,Freelancer,Plot,1523820,559897,2,3,4,0,3,6,2.11,2.4,48,False
+91-9321760970,lead7230@example.com,721,51+,Married with Kids,1141619,Salaried,Villa,7287820,2044207,4,5,3,4,3,15,1.96,6.3,87,True
+91-8905452099,lead7231@example.com,617,36-50,Single,1036606,Salaried,Commercial,6189924,1839213,4,1,5,4,2,1,2.09,6.2,84,True
+91-7217867296,lead7232@example.com,622,26-35,Married with Kids,909419,Business Owner,Apartment,5079222,1842878,1,5,6,3,4,1,2.24,2.0,81,True
+91-7558663601,lead7233@example.com,559,18-25,Married with Kids,294211,Self-Employed,Apartment,1501493,531318,1,4,3,3,4,2,2.45,5.4,57,False
+91-7124522637,lead7234@example.com,551,18-25,Married with Kids,338158,Self-Employed,Apartment,2260617,849893,2,2,3,4,1,3,1.87,3.5,55,False
+91-9021793892,lead7235@example.com,703,36-50,Single,891934,Salaried,Commercial,4889078,1923920,2,4,6,2,6,31,2.28,3.0,85,True
+91-9901232981,lead7236@example.com,772,36-50,Married with Kids,1104872,Salaried,Apartment,8513775,2221337,6,0,9,1,4,3,1.62,7.5,100,True
+91-7216706931,lead7237@example.com,644,26-35,Single,679141,Salaried,Apartment,3962975,827407,2,2,5,0,6,25,2.14,1.1,58,False
+91-7454952643,lead7238@example.com,699,36-50,Married with Kids,1149520,Self-Employed,Villa,6554926,1450999,2,3,6,5,6,11,2.19,8.0,100,True
+91-8647547914,lead7239@example.com,693,51+,Single,1557577,Salaried,Apartment,8151945,3042613,3,4,6,5,1,2,2.39,3.5,97,True
+91-7231068718,lead7240@example.com,608,36-50,Single,785076,Salaried,Apartment,5990651,2311563,3,2,4,1,7,19,1.64,2.5,50,False
+91-7369880788,lead7241@example.com,705,26-35,Single,660055,Salaried,Villa,3506360,1053674,6,2,3,3,2,11,2.35,15.4,74,True
+91-8831656441,lead7242@example.com,582,18-25,Married,315345,Self-Employed,Apartment,1761731,554508,6,1,4,1,5,33,2.24,6.8,53,False
+91-8683269674,lead7243@example.com,567,18-25,Married with Kids,401893,Self-Employed,Plot,2240940,730342,3,0,2,1,3,13,2.24,4.9,35,False
+91-7768726107,lead7244@example.com,605,36-50,Married,767930,Freelancer,Apartment,4964651,1743771,3,2,8,1,2,2,1.93,0.6,57,False
+91-9560321728,lead7245@example.com,647,26-35,Married with Kids,725725,Self-Employed,Apartment,4690608,1851428,3,2,2,3,3,17,1.93,0.8,51,False
+91-9545868593,lead7246@example.com,544,18-25,Married with Kids,252481,Business Owner,Apartment,1302712,375645,1,2,5,0,3,2,2.42,6.8,48,False
+91-9703556018,lead7247@example.com,537,26-35,Married,485200,Salaried,Apartment,3199856,647546,2,1,3,3,1,5,1.9,6.5,46,False
+91-9964063863,lead7248@example.com,610,26-35,Married,496789,Freelancer,Apartment,3029635,1131507,3,1,3,1,3,12,2.05,0.7,37,False
+91-8914852173,lead7249@example.com,647,26-35,Single,661787,Salaried,Commercial,3725735,963096,3,3,3,0,2,3,2.22,18.3,61,True
+91-9647054211,lead7250@example.com,756,36-50,Married with Kids,1076372,Business Owner,Villa,8071406,2423003,5,0,5,2,0,0,1.67,1.4,81,True
+91-8527394794,lead7251@example.com,567,18-25,Single,365926,Self-Employed,Apartment,2014713,714492,3,1,5,0,2,15,2.27,0.3,40,False
+91-8341922388,lead7252@example.com,696,26-35,Married with Kids,708764,Salaried,Apartment,4745801,1170392,1,3,7,1,2,1,1.87,0.1,69,True
+91-8427355471,lead7253@example.com,558,26-35,Single,474462,Salaried,Villa,2474668,880341,5,2,6,3,2,4,2.4,13.7,61,True
+91-7851035458,lead7254@example.com,641,26-35,Single,639866,Salaried,Apartment,3712686,806751,2,1,4,1,2,1,2.15,1.8,65,True
+91-9881365834,lead7255@example.com,615,18-25,Married,294552,Self-Employed,Apartment,1986637,488163,2,2,6,1,5,0,1.85,0.2,52,False
+91-9291300350,lead7256@example.com,637,36-50,Married,998426,Salaried,Apartment,7510054,1596638,7,0,5,4,3,9,1.66,12.0,76,True
+91-7337350808,lead7257@example.com,553,26-35,Married,724505,Self-Employed,Apartment,4271216,1654144,2,1,2,1,7,8,2.12,0.6,65,True
+91-9000146357,lead7258@example.com,698,36-50,Married,649482,Salaried,Apartment,3947471,1081786,7,3,1,0,5,5,2.06,6.2,84,True
+91-9438636480,lead7259@example.com,513,18-25,Single,407452,Business Owner,Plot,2688354,1016317,2,6,5,2,4,29,1.89,13.4,59,False
+91-7566056427,lead7260@example.com,645,36-50,Married with Kids,1162818,Salaried,Apartment,6665768,2017180,6,5,9,1,3,18,2.18,2.3,91,True
+91-7399071914,lead7261@example.com,642,36-50,Married with Kids,847854,Salaried,Commercial,4506437,1380983,6,3,6,2,3,3,2.35,9.0,92,True
+91-9011229698,lead7262@example.com,623,36-50,Married with Kids,1028519,Salaried,Villa,7247439,2464491,3,0,4,2,3,12,1.77,11.9,47,False
+91-7417741397,lead7263@example.com,544,26-35,Married,589516,Salaried,Plot,3736466,1134839,4,2,5,3,4,2,1.97,2.4,69,True
+91-8956719117,lead7264@example.com,657,51+,Married,1469859,Self-Employed,Apartment,10044644,3644800,2,1,3,0,2,19,1.83,2.7,57,False
+91-8333122138,lead7265@example.com,561,26-35,Married with Kids,855394,Business Owner,Plot,4720827,1636408,1,0,3,2,1,0,2.26,4.3,64,True
+91-9939810510,lead7266@example.com,678,36-50,Single,856807,Salaried,Apartment,5163156,1670130,3,4,3,1,2,1,2.07,2.4,95,True
+91-9767756835,lead7267@example.com,632,36-50,Married with Kids,893779,Self-Employed,Villa,6023770,1878255,1,3,6,3,3,7,1.85,0.1,68,True
+91-8998863011,lead7268@example.com,605,26-35,Married with Kids,670128,Salaried,Commercial,4234942,1368219,2,1,8,1,4,16,1.98,0.9,56,False
+91-9020979143,lead7269@example.com,744,36-50,Married,1531426,Business Owner,Apartment,9090677,2489105,7,2,4,2,5,8,2.11,3.0,92,True
+91-7995119066,lead7270@example.com,579,26-35,Single,785910,Business Owner,Apartment,5622959,2193383,5,1,5,2,3,37,1.75,5.6,51,False
+91-7961189885,lead7271@example.com,536,26-35,Married,558456,Salaried,Villa,3019777,1007865,1,4,3,2,2,22,2.31,12.6,59,False
+91-7617279928,lead7272@example.com,647,36-50,Single,1281260,Self-Employed,Villa,6413189,2429682,1,3,9,1,4,0,2.5,3.1,81,True
+91-9649746105,lead7273@example.com,606,26-35,Single,613576,Salaried,Villa,3944473,1571733,0,2,8,2,3,25,1.94,9.3,45,False
+91-8108328175,lead7274@example.com,701,26-35,Married,1142389,Business Owner,Plot,6850589,1944599,4,2,5,3,2,8,2.08,4.4,87,True
+91-8561003053,lead7275@example.com,601,26-35,Married with Kids,637204,Salaried,Apartment,4795157,1164132,2,2,7,1,0,11,1.66,4.6,46,False
+91-8683957564,lead7276@example.com,655,36-50,Married,1013240,Salaried,Apartment,6282796,2214454,7,0,5,2,3,5,2.02,7.2,90,True
+91-7787495451,lead7277@example.com,603,18-25,Single,278972,Salaried,Villa,1728157,686777,1,5,1,1,4,3,2.02,0.6,52,False
+91-9856929012,lead7278@example.com,609,18-25,Single,239398,Freelancer,Apartment,1559016,592523,0,5,0,2,2,5,1.92,3.2,38,False
+91-8418747769,lead7279@example.com,680,26-35,Married with Kids,642229,Salaried,Apartment,3449130,1041374,6,1,10,3,5,1,2.33,0.7,88,True
+91-8394838271,lead7280@example.com,680,51+,Married,1173078,Salaried,Villa,8423497,2277444,4,1,4,3,3,9,1.74,2.0,75,True
+91-8946835949,lead7281@example.com,650,26-35,Single,436052,Salaried,Villa,2421548,625177,3,5,7,2,2,5,2.25,6.4,83,True
+91-9093825472,lead7282@example.com,499,18-25,Married with Kids,312641,Salaried,Apartment,1563857,605004,4,3,8,1,2,13,2.5,16.5,46,False
+91-7129983470,lead7283@example.com,586,26-35,Married,624515,Self-Employed,Commercial,4354629,1585942,7,4,3,1,1,2,1.79,0.7,58,False
+91-7280741389,lead7284@example.com,655,51+,Married with Kids,1034925,Freelancer,Apartment,7560079,1638625,3,0,6,2,5,3,1.71,1.8,86,True
+91-9041545544,lead7285@example.com,589,26-35,Single,532995,Salaried,Villa,2886424,762402,4,2,6,2,1,2,2.31,3.2,63,True
+91-7484846239,lead7286@example.com,553,36-50,Married with Kids,705496,Salaried,Villa,5386703,1464306,3,2,2,0,2,6,1.64,5.5,50,False
+91-8509426830,lead7287@example.com,540,18-25,Married,299095,Salaried,Apartment,2166859,679959,5,4,5,3,2,1,1.73,11.6,59,False
+91-9055795042,lead7288@example.com,667,51+,Married,1611962,Salaried,Apartment,8414430,3206230,3,3,1,3,3,2,2.39,8.1,80,True
+91-8981017924,lead7289@example.com,603,26-35,Married with Kids,958493,Self-Employed,Plot,7494003,2714316,3,0,5,1,0,0,1.6,4.2,56,False
+91-7733587041,lead7290@example.com,599,18-25,Married with Kids,569074,Business Owner,Villa,3633546,1401862,4,0,9,1,2,6,1.96,3.3,50,False
+91-8212286165,lead7291@example.com,612,26-35,Married,662275,Salaried,Villa,4702845,1324895,4,2,4,2,6,14,1.76,1.2,52,False
+91-8497291907,lead7292@example.com,681,36-50,Single,1399563,Business Owner,Apartment,8635810,2575677,2,1,3,3,2,8,2.03,2.3,79,True
+91-9596051033,lead7293@example.com,634,26-35,Single,614056,Salaried,Apartment,3156135,760661,3,2,2,1,2,5,2.43,14.2,60,True
+91-9468224333,lead7294@example.com,708,36-50,Married,1033164,Self-Employed,Plot,7150186,1749922,5,1,11,1,5,27,1.81,3.5,79,True
+91-7547153061,lead7295@example.com,636,26-35,Married,842714,Self-Employed,Apartment,5511843,1778109,3,0,7,2,3,1,1.91,1.8,68,True
+91-9181627202,lead7296@example.com,625,26-35,Married with Kids,643995,Self-Employed,Apartment,4895077,1357406,3,1,5,4,2,1,1.64,5.4,59,False
+91-7442090475,lead7297@example.com,653,26-35,Married with Kids,825959,Self-Employed,Plot,5322235,1199796,2,1,8,2,1,22,1.94,2.0,68,True
+91-8742408003,lead7298@example.com,539,18-25,Married,347820,Self-Employed,Apartment,2314622,687680,2,5,11,1,3,1,1.88,0.2,66,True
+91-7459481183,lead7299@example.com,526,18-25,Married with Kids,394957,Self-Employed,Villa,2329417,773602,2,2,2,3,4,5,2.12,1.9,59,False
+91-8399599824,lead7300@example.com,653,26-35,Married,627546,Salaried,Villa,3980490,1506718,3,3,4,1,8,6,1.97,2.2,80,True
+91-9388645471,lead7301@example.com,715,18-25,Married with Kids,391852,Salaried,Apartment,2383458,937107,4,1,4,1,4,4,2.06,4.8,64,True
+91-9789372578,lead7302@example.com,677,26-35,Single,859288,Self-Employed,Apartment,5530950,2185953,3,0,7,2,1,47,1.94,0.4,60,True
+91-7304616203,lead7303@example.com,608,36-50,Single,1288372,Salaried,Villa,7844841,1979168,3,1,3,1,2,0,2.05,1.4,73,True
+91-8297587456,lead7304@example.com,486,26-35,Married,613729,Salaried,Villa,4544088,969207,3,4,5,5,3,8,1.69,2.2,82,True
+91-9288124783,lead7305@example.com,596,26-35,Married,603847,Salaried,Plot,4501089,1420597,5,4,5,0,4,2,1.68,2.6,76,True
+91-8979871930,lead7306@example.com,549,26-35,Married with Kids,509962,Salaried,Commercial,3102846,1041111,1,1,2,0,3,18,2.05,10.3,43,False
+91-8721493654,lead7307@example.com,539,26-35,Married with Kids,393999,Salaried,Commercial,2762869,561871,4,0,5,0,1,1,1.78,3.8,44,False
+91-9536332631,lead7308@example.com,740,36-50,Single,1016502,Salaried,Villa,6499700,1610565,2,1,3,1,1,8,1.95,0.2,60,True
+91-8775719463,lead7309@example.com,654,36-50,Married,875055,Salaried,Commercial,5790255,1192373,3,2,3,1,4,10,1.89,6.4,80,True
+91-8024673062,lead7310@example.com,619,18-25,Married with Kids,328580,Salaried,Villa,1881002,406088,0,1,5,2,3,1,2.18,0.8,46,False
+91-9666637135,lead7311@example.com,658,26-35,Single,411832,Salaried,Commercial,2281795,759582,1,2,5,1,2,3,2.26,6.2,63,True
+91-8046645121,lead7312@example.com,708,51+,Married with Kids,626103,Salaried,Commercial,3696832,1233412,4,4,5,2,2,7,2.12,20.9,76,True
+91-9353423112,lead7313@example.com,624,36-50,Married with Kids,1008152,Salaried,Villa,7379048,2595943,5,2,6,0,2,12,1.71,1.9,72,True
+91-7682986933,lead7314@example.com,588,26-35,Married with Kids,566629,Salaried,Commercial,3133383,868413,1,3,8,1,2,0,2.26,11.7,63,True
+91-9071783372,lead7315@example.com,704,36-50,Single,898266,Salaried,Villa,5876005,2020795,2,5,4,2,2,23,1.91,9.0,81,True
+91-8648479139,lead7316@example.com,635,26-35,Married,429329,Freelancer,Villa,3211988,1171530,5,3,5,1,2,12,1.67,6.5,38,False
+91-7283725262,lead7317@example.com,626,36-50,Married,849840,Salaried,Villa,6282334,1338366,3,1,6,1,2,1,1.69,7.2,58,False
+91-8463356163,lead7318@example.com,701,51+,Single,1859088,Business Owner,Villa,12744332,4225806,3,0,4,2,4,1,1.82,0.4,88,True
+91-7894376014,lead7319@example.com,699,36-50,Married with Kids,1159188,Business Owner,Plot,6201419,1772408,4,2,4,2,0,9,2.34,17.6,82,True
+91-9980964394,lead7320@example.com,605,26-35,Married,572573,Salaried,Villa,4113537,877637,3,1,3,3,2,0,1.74,4.2,51,False
+91-9538197680,lead7321@example.com,609,18-25,Married,284989,Salaried,Apartment,1978931,406058,4,3,3,5,1,11,1.8,0.6,52,False
+91-8851768689,lead7322@example.com,556,26-35,Married,790297,Salaried,Apartment,6131850,1576640,1,0,2,0,4,19,1.61,13.4,35,False
+91-8869829947,lead7323@example.com,577,26-35,Married,638795,Self-Employed,Apartment,3999524,1065873,2,2,5,2,1,14,2.0,4.8,47,False
+91-9436153527,lead7324@example.com,587,36-50,Married,1172423,Self-Employed,Villa,9086196,2435049,0,5,5,1,1,4,1.61,2.9,74,True
+91-8469741396,lead7325@example.com,699,26-35,Married,707067,Salaried,Villa,3813587,1419504,3,4,3,5,4,3,2.32,5.2,97,True
+91-9338725151,lead7326@example.com,631,26-35,Single,982266,Business Owner,Apartment,7054550,2444601,3,2,2,2,6,1,1.74,5.7,72,True
+91-9981279224,lead7327@example.com,675,26-35,Married,620290,Salaried,Villa,3701991,859201,4,6,3,0,4,3,2.09,1.5,88,True
+91-8014275094,lead7328@example.com,668,36-50,Single,873028,Salaried,Villa,4984114,1984673,1,4,3,5,2,2,2.19,0.5,84,True
+91-7743396374,lead7329@example.com,623,36-50,Married,863716,Salaried,Apartment,5709544,1510038,6,1,2,0,2,5,1.89,0.1,73,True
+91-9845897967,lead7330@example.com,680,36-50,Married with Kids,915267,Salaried,Apartment,6430621,1757359,1,2,3,3,2,2,1.78,1.2,82,True
+91-9875932424,lead7331@example.com,621,36-50,Married,864893,Salaried,Apartment,4450356,995684,5,4,1,5,2,3,2.43,1.1,82,True
+91-7334553919,lead7332@example.com,677,26-35,Married,603376,Salaried,Plot,3492850,1030896,5,1,3,2,2,13,2.16,1.5,67,True
+91-9466119912,lead7333@example.com,594,26-35,Married,765811,Business Owner,Villa,4384677,1005273,0,4,4,3,6,7,2.18,11.7,68,True
+91-9090061251,lead7334@example.com,687,26-35,Single,498364,Freelancer,Apartment,3035090,663497,3,2,3,0,5,3,2.05,0.4,63,True
+91-7491012945,lead7335@example.com,627,51+,Married with Kids,1195352,Salaried,Villa,9437866,3094807,6,3,5,4,1,2,1.58,10.7,81,True
+91-9543321283,lead7336@example.com,638,26-35,Married,686422,Salaried,Villa,4043245,1128650,5,3,6,2,4,3,2.12,3.8,79,True
+91-9560124760,lead7337@example.com,835,36-50,Married with Kids,1271442,Self-Employed,Apartment,8447633,3073413,3,2,4,2,2,17,1.88,9.4,83,True
+91-8988176599,lead7338@example.com,499,26-35,Married,628209,Self-Employed,Apartment,3637902,960013,2,0,4,2,4,2,2.16,2.2,65,True
+91-8397488262,lead7339@example.com,565,26-35,Married with Kids,863267,Business Owner,Apartment,5288705,1972238,2,0,5,1,1,2,2.04,5.8,56,False
+91-9384083537,lead7340@example.com,783,36-50,Single,1086290,Self-Employed,Apartment,7747185,2183112,1,2,11,4,1,0,1.75,3.0,87,True
+91-7419420333,lead7341@example.com,600,18-25,Married with Kids,294613,Salaried,Apartment,2339889,821271,4,2,4,4,2,0,1.57,5.8,62,True
+91-8912189154,lead7342@example.com,715,51+,Married with Kids,1279550,Salaried,Plot,8583204,1872933,3,2,0,2,2,3,1.86,1.2,63,True
+91-7756661586,lead7343@example.com,604,36-50,Single,753340,Self-Employed,Commercial,4651675,1797988,3,2,4,2,3,3,2.02,2.7,65,True
+91-8323003336,lead7344@example.com,598,26-35,Single,434465,Freelancer,Apartment,2516305,879903,5,1,1,2,2,39,2.16,1.1,43,False
+91-8742870683,lead7345@example.com,589,36-50,Married with Kids,855017,Salaried,Apartment,4537637,1152468,2,0,3,3,2,1,2.36,0.7,64,True
+91-7298962512,lead7346@example.com,689,18-25,Married with Kids,477311,Business Owner,Apartment,2701094,858695,3,1,3,2,1,5,2.21,3.6,63,True
+91-9569503643,lead7347@example.com,533,26-35,Married with Kids,604583,Salaried,Apartment,3474573,1151322,1,0,5,3,2,2,2.18,4.9,61,True
+91-7467054653,lead7348@example.com,719,51+,Married,1306048,Salaried,Commercial,10166479,3275486,2,6,7,2,1,7,1.61,4.6,76,True
+91-9944237345,lead7349@example.com,658,36-50,Married with Kids,839190,Salaried,Apartment,5515817,1252116,3,1,2,0,0,10,1.9,3.8,70,True
+91-9561541734,lead7350@example.com,656,36-50,Married,910680,Self-Employed,Apartment,5625457,1400082,3,1,4,1,3,1,2.02,0.2,75,True
+91-8627410430,lead7351@example.com,645,26-35,Single,466840,Salaried,Apartment,3146082,1221224,3,2,7,2,6,10,1.85,0.9,50,False
+91-8406207691,lead7352@example.com,620,26-35,Married with Kids,402823,Freelancer,Commercial,2147192,460258,1,4,5,5,3,0,2.35,4.8,58,False
+91-9122981496,lead7353@example.com,636,36-50,Married,664360,Freelancer,Plot,5243333,1163486,4,1,6,5,3,8,1.58,6.6,67,True
